TARGET_ID,disease_id,03_Info_Molecules_ID,MOL_ID,molecule_name,ob,mw,alogp,caco2,bbb,hdon,hacc,drug-likeness,inchikey,PubChem_Cid,halflife,RBN,TPSA,FASA-,04_Info_Targets_ID,TAR_ID,drugbank_ID,target_name,34_Molecules_Targets_Relationships_ID,MOL ID
TAR00214,DIS00353,6046,MOL006198,APIOL,16.8182188689,222.260,2.573,1.23315,0.88377,0,4,0.093164,QQRSPHJOOXUALR-UHFFFAOYSA-N,10659,,4,36.92,0.22227962,205,TAR00214,629,Alpha-2B adrenergic receptor,45544,MOL006198
TAR00063,DIS00207,6046,MOL006198,APIOL,16.8182188689,222.260,2.573,1.23315,0.88377,0,4,0.093164,QQRSPHJOOXUALR-UHFFFAOYSA-N,10659,,4,36.92,0.22227962,61,TAR00063,193,Beta-1 adrenergic receptor,45531,MOL006198
TAR00003,DIS00442,6046,MOL006198,APIOL,16.8182188689,222.260,2.573,1.23315,0.88377,0,4,0.093164,QQRSPHJOOXUALR-UHFFFAOYSA-N,10659,,4,36.92,0.22227962,3,TAR00003,7,"Nitric oxide synthase, inducible",45524,MOL006198
TAR00105,DIS00353,6046,MOL006198,APIOL,16.8182188689,222.260,2.573,1.23315,0.88377,0,4,0.093164,QQRSPHJOOXUALR-UHFFFAOYSA-N,10659,,4,36.92,0.22227962,103,TAR00105,318,Alpha-2A adrenergic receptor,45536,MOL006198
TAR00078,DIS00443,6050,MOL006202,LAX,44.1102988337,306.540,6.859,1.24536,0.71065,1,2,0.20222,HOBAELRKJCKHQD-QNEBEIHSSA-N,5280581,5.634165,15,37.3,0.26210526,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,45570,MOL006202
TAR00078,DIS00443,6057,MOL006210,eugenyl-¦Â-D-glucopyranoside(cirtrusinc),40.518186583,326.380,0.650,-0.41759,-0.66035,4,7,0.23285,LYJBOZQOTBMZJF-XYFZXANASA-N,Not Available,3.014828,6,108.61,0.26865256,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,45585,MOL006210
TAR00003,DIS00442,6057,MOL006210,eugenyl-¦Â-D-glucopyranoside(cirtrusinc),40.518186583,326.380,0.650,-0.41759,-0.66035,4,7,0.23285,LYJBOZQOTBMZJF-XYFZXANASA-N,Not Available,3.014828,6,108.61,0.26865256,3,TAR00003,7,"Nitric oxide synthase, inducible",45581,MOL006210
TAR00214,DIS00353,6058,MOL006211,3-Allyl-2-methoxyphenol,52.44571372,164.220,2.554,1.35893,1.4,1,2,0.037279,HKHVWTUGAJEQNP-UHFFFAOYSA-N,596373,7.126401,3,29.46,0.32690504,205,TAR00214,629,Alpha-2B adrenergic receptor,45609,MOL006211
TAR00105,DIS00353,6058,MOL006211,3-Allyl-2-methoxyphenol,52.44571372,164.220,2.554,1.35893,1.4,1,2,0.037279,HKHVWTUGAJEQNP-UHFFFAOYSA-N,596373,7.126401,3,29.46,0.32690504,103,TAR00105,318,Alpha-2A adrenergic receptor,45602,MOL006211
TAR00063,DIS00207,6058,MOL006211,3-Allyl-2-methoxyphenol,52.44571372,164.220,2.554,1.35893,1.4,1,2,0.037279,HKHVWTUGAJEQNP-UHFFFAOYSA-N,596373,7.126401,3,29.46,0.32690504,61,TAR00063,193,Beta-1 adrenergic receptor,45599,MOL006211
TAR00003,DIS00442,6059,MOL006212,FERULIC ACID METHYL ESTER,34.6242201134,208.230,1.869,0.81675,0.72232,1,4,0.06727,AUJXJFHANFIVKH-XQRVVYSFSA-N,10176654,3.886092,4,55.76,0.25325802,3,TAR00003,7,"Nitric oxide synthase, inducible",45619,MOL006212
TAR00063,DIS00207,6059,MOL006212,FERULIC ACID METHYL ESTER,34.6242201134,208.230,1.869,0.81675,0.72232,1,4,0.06727,AUJXJFHANFIVKH-XQRVVYSFSA-N,10176654,3.886092,4,55.76,0.25325802,61,TAR00063,193,Beta-1 adrenergic receptor,45624,MOL006212
TAR00078,DIS00443,6059,MOL006212,FERULIC ACID METHYL ESTER,34.6242201134,208.230,1.869,0.81675,0.72232,1,4,0.06727,AUJXJFHANFIVKH-XQRVVYSFSA-N,10176654,3.886092,4,55.76,0.25325802,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,45625,MOL006212
TAR00105,DIS00353,6059,MOL006212,FERULIC ACID METHYL ESTER,34.6242201134,208.230,1.869,0.81675,0.72232,1,4,0.06727,AUJXJFHANFIVKH-XQRVVYSFSA-N,10176654,3.886092,4,55.76,0.25325802,103,TAR00105,318,Alpha-2A adrenergic receptor,45628,MOL006212
TAR00003,DIS00442,6061,MOL006214,progesterone,13.657147503,314.510,3.580,0.78670,0.30420,0,2,0.43689,RJKFOVLPORLFTN-LEKSSAKUSA-N,5994,,1,34.14,0.28388697,3,TAR00003,7,"Nitric oxide synthase, inducible",45643,MOL006214
TAR00417,DIS00694,6061,MOL006214,progesterone,13.657147503,314.510,3.580,0.78670,0.30420,0,2,0.43689,RJKFOVLPORLFTN-LEKSSAKUSA-N,5994,,1,34.14,0.28388697,403,TAR00417,1649,C-C motif chemokine 2,45659,MOL006214
TAR00265,DIS00203,6061,MOL006214,progesterone,13.657147503,314.510,3.580,0.78670,0.30420,0,2,0.43689,RJKFOVLPORLFTN-LEKSSAKUSA-N,5994,,1,34.14,0.28388697,253,TAR00265,777,Tumor necrosis factor,45652,MOL006214
TAR00003,DIS00442,6065,MOL006218,Methyl caffeate,30.683860527,194.200,1.618,0.53589,0.05515,2,4,0.058275,OCNYGKNIVPVPPX-HWKANZROSA-N,689075,2.904939,3,66.76,0.36154351,3,TAR00003,7,"Nitric oxide synthase, inducible",45689,MOL006218
TAR00003,DIS00442,6068,MOL006221,prunasin,26.8980006658,295.320,-0.549,-0.77360,-1.11130,4,7,0.1766,ZKSZEJFBGODIJW-DHRKEOQWSA-N,Not Available,,4,123.17,0.33792987,3,TAR00003,7,"Nitric oxide synthase, inducible",45709,MOL006221
TAR00491,DIS00353,6078,MOL006233,3'-O-methyl taxifolin,48.3570723741,318.300,1.736,-0.11247,-0.75767,4,7,0.30399,JWYULKXTGMJKKM-HZPDHXFCSA-N,Not Available,14.856771,2,116.45,0.33833525,477,TAR00491,2404,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",45738,MOL006233
TAR00078,DIS00443,6078,MOL006233,3'-O-methyl taxifolin,48.3570723741,318.300,1.736,-0.11247,-0.75767,4,7,0.30399,JWYULKXTGMJKKM-HZPDHXFCSA-N,Not Available,14.856771,2,116.45,0.33833525,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,45728,MOL006233
TAR00003,DIS00442,6078,MOL006233,3'-O-methyl taxifolin,48.3570723741,318.300,1.736,-0.11247,-0.75767,4,7,0.30399,JWYULKXTGMJKKM-HZPDHXFCSA-N,Not Available,14.856771,2,116.45,0.33833525,3,TAR00003,7,"Nitric oxide synthase, inducible",45724,MOL006233
TAR00003,DIS00442,6080,MOL006235,Dasycarpamin,59.1357351306,303.390,3.901,1.00894,0.61461,1,5,0.21247,AUSFEFKKBMKUEI-VOTSOKGWSA-N,6325017,2.186933,5,60.81,0.18846729,3,TAR00003,7,"Nitric oxide synthase, inducible",45748,MOL006235
TAR00078,DIS00443,6080,MOL006235,Dasycarpamin,59.1357351306,303.390,3.901,1.00894,0.61461,1,5,0.21247,AUSFEFKKBMKUEI-VOTSOKGWSA-N,6325017,2.186933,5,60.81,0.18846729,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,45757,MOL006235
TAR00003,DIS00442,6084,MOL006239,Ptelein,72.4435960075,229.250,2.347,1.02075,0.78514,0,4,0.14943,ALLQMEDAYDKMIO-UHFFFAOYSA-N,159650,-1.805216,2,44.49,0.21441782,3,TAR00003,7,"Nitric oxide synthase, inducible",45792,MOL006239
TAR00491,DIS00353,6085,MOL006240,THM,11.3422704871,242.260,-1.238,-0.88627,-1.22210,3,7,0.10679,IQFYYKKMVGJFEH-XLPZGREQSA-N,5789,,2,104.55,0.28272775,477,TAR00491,2404,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",45819,MOL006240
TAR00078,DIS00443,6085,MOL006240,THM,11.3422704871,242.260,-1.238,-0.88627,-1.22210,3,7,0.10679,IQFYYKKMVGJFEH-XLPZGREQSA-N,5789,,2,104.55,0.28272775,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,45808,MOL006240
TAR00003,DIS00442,6085,MOL006240,THM,11.3422704871,242.260,-1.238,-0.88627,-1.22210,3,7,0.10679,IQFYYKKMVGJFEH-XLPZGREQSA-N,5789,,2,104.55,0.28272775,3,TAR00003,7,"Nitric oxide synthase, inducible",45804,MOL006240
TAR00003,DIS00442,6088,MOL006243,calodendrolide,14.3674601091,260.310,2.246,0.82018,0.73677,0,4,0.21559,RCGHAGIMQPCIRT-MYZSUADSSA-N,478835,,1,51.97,0.293475,3,TAR00003,7,"Nitric oxide synthase, inducible",45826,MOL006243
TAR00003,DIS00442,6089,MOL006244,"(1R,4R,6S,8aR)-1-(3-furyl)-4,6-dihydroxy-5,8a-dimethyl-4,6,7,8-tetrahydro-1H-isochromen-3-one",49.0919179854,278.330,1.383,-0.05951,-0.40223,2,5,0.19406,XWGNIHFUPLLNBR-QMPIGLIWSA-N,24799849,-11.683311,1,79.9,0.27314538,3,TAR00003,7,"Nitric oxide synthase, inducible",45835,MOL006244
TAR00003,DIS00442,6091,MOL006246,"(1R,4S,6R,8aR)-1-(3-furyl)-4,6-dihydroxy-5,8a-dimethyl-4,6,7,8-tetrahydro-1H-isochromen-3-one",27.3476491759,278.330,1.383,-0.15821,-0.67749,2,5,0.19408,XWGNIHFUPLLNBR-GVUJHPQVSA-N,24799852,,1,79.9,0.27066055,3,TAR00003,7,"Nitric oxide synthase, inducible",45845,MOL006246
TAR00003,DIS00442,6103,MOL006258,Fraxinellone,35.9550585248,232.300,2.996,1.12582,1.09165,0,3,0.1279,XYYAFLHHHZVPRN-GXTWGEPZSA-N,124039,-6.987545,1,39.44,0.25044188,3,TAR00003,7,"Nitric oxide synthase, inducible",45873,MOL006258
TAR00003,DIS00442,6104,MOL006259,9alpha-Hydroxyfraxinellone,75.4953147347,248.300,1.894,0.46937,0.09658,1,4,0.14826,ZCEUBPHEBYXFLM-SCDSUCTJSA-N,636856,-8.516779,1,59.67,0.25974619,3,TAR00003,7,"Nitric oxide synthase, inducible",45893,MOL006259
TAR00003,DIS00442,6105,MOL006260,isofraxinellone,25.4788604417,236.340,1.872,0.85847,0.74560,0,3,0.12588,MGOHNNAUIAYTFA-KZVDOYCCSA-N,Not Available,,1,35.53,0.27264166,3,TAR00003,7,"Nitric oxide synthase, inducible",45912,MOL006260
TAR00003,DIS00442,6111,MOL006268,preskimmianine,42.1434417,303.390,2.538,0.89128,0.53182,1,5,0.21315,OAEZQCLAAGSHHA-UHFFFAOYSA-N,12305721,1.637773,5,60.55,0.22061114,3,TAR00003,7,"Nitric oxide synthase, inducible",45941,MOL006268
TAR00078,DIS00443,6111,MOL006268,preskimmianine,42.1434417,303.390,2.538,0.89128,0.53182,1,5,0.21315,OAEZQCLAAGSHHA-UHFFFAOYSA-N,12305721,1.637773,5,60.55,0.22061114,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,45950,MOL006268
TAR00003,DIS00442,6115,MOL006273,9alpha-hydroxyfraxinellone-9-o-beta-d-glucoside_qt,76.1728140469,262.330,2.213,0.54765,0.08190,1,4,0.16517,HGZBLWNZTOFNFA-ADKDWPHVSA-N,Not Available,-7.999268,1,59.67,0.25445035,3,TAR00003,7,"Nitric oxide synthase, inducible",45989,MOL006273
TAR00003,DIS00442,6116,MOL006274,9beta-hydroxyfraxinellone,96.5228196174,262.330,2.090,0.46499,-0.06853,1,4,0.16649,JXFVXBAQROLVFV-VZJVUDMVSA-N,Not Available,-7.56643,2,59.67,0.23413594,3,TAR00003,7,"Nitric oxide synthase, inducible",46006,MOL006274
TAR00003,DIS00442,6121,MOL006279,Shinjulactone B,98.4033763715,362.410,0.449,-0.53896,-1.10204,2,7,0.47103,SRNFRTSVHROPLE-RUYCSAAESA-N,Not Available,11.970459,2,110.13,0.3427341,3,TAR00003,7,"Nitric oxide synthase, inducible",46035,MOL006279
TAR00491,DIS00353,6143,MOL006301,1-Methoxycanthinone,20.2688916,250.270,2.877,0.94193,0.23417,0,3,0.28193,LEPXKGXTXIACRO-UHFFFAOYSA-N,Not Available,,1,43.6,0.26522326,477,TAR00491,2404,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",46163,MOL006301
TAR00003,DIS00442,6143,MOL006301,1-Methoxycanthinone,20.2688916,250.270,2.877,0.94193,0.23417,0,3,0.28193,LEPXKGXTXIACRO-UHFFFAOYSA-N,Not Available,,1,43.6,0.26522326,3,TAR00003,7,"Nitric oxide synthase, inducible",46153,MOL006301
TAR00003,DIS00442,6147,MOL006305,"5,6,7,8-Tetramethoxycoumarin",31.4369207315,266.270,1.834,0.69197,0.41214,0,6,0.15047,FEGDYUCKOYJQOZ-UHFFFAOYSA-N,151319,3.004001,4,67.13,0.15945454,3,TAR00003,7,"Nitric oxide synthase, inducible",46190,MOL006305
TAR00491,DIS00353,6148,MOL006306,5-Methoxycanthin-6-one,18.7214723142,250.270,2.395,1.10379,0.51241,0,3,0.28136,TXEFUSAHPIYZHD-UHFFFAOYSA-N,Not Available,,1,43.6,0.2455406,477,TAR00491,2404,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",46214,MOL006306
TAR00003,DIS00442,6148,MOL006306,5-Methoxycanthin-6-one,18.7214723142,250.270,2.395,1.10379,0.51241,0,3,0.28136,TXEFUSAHPIYZHD-UHFFFAOYSA-N,Not Available,,1,43.6,0.2455406,3,TAR00003,7,"Nitric oxide synthase, inducible",46202,MOL006306
TAR00003,DIS00442,6150,MOL006308,66762-19-4,24.9166699784,236.240,2.626,0.96584,0.34999,1,3,0.25101,WBFKHEDOTNJGJF-UHFFFAOYSA-N,Not Available,,0,54.6,0.37896276,3,TAR00003,7,"Nitric oxide synthase, inducible",46218,MOL006308
TAR00003,DIS00442,6153,MOL006311,Artelin,41.2325315539,278.330,0.840,0.05093,-0.35504,2,5,0.21592,WAYMPCOVWDCPAY-PVYXKRRNSA-N,Not Available,-1.577551,0,83.83,0.31819156,3,TAR00003,7,"Nitric oxide synthase, inducible",46240,MOL006311
TAR00078,DIS00443,6157,MOL006315,Dehydrocrebanine,20.0858400526,337.400,3.619,1.33619,0.73737,0,5,0.74771,HCKFFNXOLCSPAI-UHFFFAOYSA-N,Not Available,,2,40.16,0.21694961,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46259,MOL006315
TAR00003,DIS00442,6157,MOL006315,Dehydrocrebanine,20.0858400526,337.400,3.619,1.33619,0.73737,0,5,0.74771,HCKFFNXOLCSPAI-UHFFFAOYSA-N,Not Available,,2,40.16,0.21694961,3,TAR00003,7,"Nitric oxide synthase, inducible",46252,MOL006315
TAR00078,DIS00443,6168,MOL006326,Ensaculin,45.7625271976,452.600,4.574,0.95483,0.19956,0,7,0.86298,FQELZLMTAPJJOL-UHFFFAOYSA-N,208923,0.716116,8,64.38,0.22031114,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46293,MOL006326
TAR00491,DIS00353,6173,MOL006331,"4',5-Dihydroxyflavone",48.5512035242,254.250,2.602,0.75796,-0.02614,2,4,0.1859,OKRNDQLCMXUCGG-UHFFFAOYSA-N,165521,18.006086,1,70.67,0,477,TAR00491,2404,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",46318,MOL006331
TAR00078,DIS00443,6173,MOL006331,"4',5-Dihydroxyflavone",48.5512035242,254.250,2.602,0.75796,-0.02614,2,4,0.1859,OKRNDQLCMXUCGG-UHFFFAOYSA-N,165521,18.006086,1,70.67,0,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46308,MOL006331
TAR00003,DIS00442,6173,MOL006331,"4',5-Dihydroxyflavone",48.5512035242,254.250,2.602,0.75796,-0.02614,2,4,0.1859,OKRNDQLCMXUCGG-UHFFFAOYSA-N,165521,18.006086,1,70.67,0,3,TAR00003,7,"Nitric oxide synthase, inducible",46304,MOL006331
TAR00214,DIS00353,6189,MOL006347,"(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-1-indanone",46.5993651407,218.320,3.047,0.78971,0.43464,1,2,0.092866,SJNCSXMTBXDZQA-SECBINFHSA-N,115049,19.575123,2,37.3,0.29676107,205,TAR00214,629,Alpha-2B adrenergic receptor,46379,MOL006347
TAR00003,DIS00442,6189,MOL006347,"(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-1-indanone",46.5993651407,218.320,3.047,0.78971,0.43464,1,2,0.092866,SJNCSXMTBXDZQA-SECBINFHSA-N,115049,19.575123,2,37.3,0.29676107,3,TAR00003,7,"Nitric oxide synthase, inducible",46356,MOL006347
TAR00063,DIS00207,6189,MOL006347,"(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-1-indanone",46.5993651407,218.320,3.047,0.78971,0.43464,1,2,0.092866,SJNCSXMTBXDZQA-SECBINFHSA-N,115049,19.575123,2,37.3,0.29676107,61,TAR00063,193,Beta-1 adrenergic receptor,46364,MOL006347
TAR00078,DIS00443,6189,MOL006347,"(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-1-indanone",46.5993651407,218.320,3.047,0.78971,0.43464,1,2,0.092866,SJNCSXMTBXDZQA-SECBINFHSA-N,115049,19.575123,2,37.3,0.29676107,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46366,MOL006347
TAR00105,DIS00353,6189,MOL006347,"(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-1-indanone",46.5993651407,218.320,3.047,0.78971,0.43464,1,2,0.092866,SJNCSXMTBXDZQA-SECBINFHSA-N,115049,19.575123,2,37.3,0.29676107,103,TAR00105,318,Alpha-2A adrenergic receptor,46369,MOL006347
TAR00105,DIS00353,6191,MOL006349,"(2S,3S)-3-hydroxy-6-(2-hydroxyethyl)-2,5,7-trimethyl-1-indanone",50.2354156521,234.320,2.080,-0.09321,-0.72417,2,3,0.10951,QQPCNRKHGFIVLH-ZANVPECISA-N,186209,18.986345,2,57.53,0.32011828,103,TAR00105,318,Alpha-2A adrenergic receptor,46412,MOL006349
TAR00003,DIS00442,6191,MOL006349,"(2S,3S)-3-hydroxy-6-(2-hydroxyethyl)-2,5,7-trimethyl-1-indanone",50.2354156521,234.320,2.080,-0.09321,-0.72417,2,3,0.10951,QQPCNRKHGFIVLH-ZANVPECISA-N,186209,18.986345,2,57.53,0.32011828,3,TAR00003,7,"Nitric oxide synthase, inducible",46401,MOL006349
TAR00063,DIS00207,6191,MOL006349,"(2S,3S)-3-hydroxy-6-(2-hydroxyethyl)-2,5,7-trimethyl-1-indanone",50.2354156521,234.320,2.080,-0.09321,-0.72417,2,3,0.10951,QQPCNRKHGFIVLH-ZANVPECISA-N,186209,18.986345,2,57.53,0.32011828,61,TAR00063,193,Beta-1 adrenergic receptor,46408,MOL006349
TAR00214,DIS00353,6193,MOL006351,Pterosin O,27.7741003302,232.350,3.455,1.15810,1.02041,0,2,0.10597,YGMHYALYIOLFQS-SNVBAGLBSA-N,135255,,3,26.3,0.25937888,205,TAR00214,629,Alpha-2B adrenergic receptor,46458,MOL006351
TAR00063,DIS00207,6193,MOL006351,Pterosin O,27.7741003302,232.350,3.455,1.15810,1.02041,0,2,0.10597,YGMHYALYIOLFQS-SNVBAGLBSA-N,135255,,3,26.3,0.25937888,61,TAR00063,193,Beta-1 adrenergic receptor,46441,MOL006351
TAR00003,DIS00442,6193,MOL006351,Pterosin O,27.7741003302,232.350,3.455,1.15810,1.02041,0,2,0.10597,YGMHYALYIOLFQS-SNVBAGLBSA-N,135255,,3,26.3,0.25937888,3,TAR00003,7,"Nitric oxide synthase, inducible",46433,MOL006351
TAR00105,DIS00353,6193,MOL006351,Pterosin O,27.7741003302,232.350,3.455,1.15810,1.02041,0,2,0.10597,YGMHYALYIOLFQS-SNVBAGLBSA-N,135255,,3,26.3,0.25937888,103,TAR00105,318,Alpha-2A adrenergic receptor,46445,MOL006351
TAR00003,DIS00442,6194,MOL006352,pterosin S,33.0658735051,250.320,0.989,-0.39082,-0.58582,3,4,0.12579,VUTYSCZGARSHDC-SDBXPKJASA-N,44201981,21.502856,3,77.76,0.2990106,3,TAR00003,7,"Nitric oxide synthase, inducible",46473,MOL006352
TAR00003,DIS00442,6205,MOL006364,"(2R,3R,4S)-4-(4-hydroxy-3,5-dimethoxy-phenyl)-5,7-dimethoxy-2,3-dimethylol-tetralin-6-ol",4.86763494203,420.500,2.214,-0.15893,-0.91287,4,8,0.53937,ZDVZKBOFCHOPLM-SUNYJGFJSA-N,11711453,,7,117.84,0.13339856,3,TAR00003,7,"Nitric oxide synthase, inducible",46540,MOL006364
TAR00003,DIS00442,6206,MOL006365,(-)-oblongine,2.09951508796,314.440,3.450,1.11097,0.75367,2,3,0.28251,OVIWLKJTGPCIGR-INIZCTEOSA-N,173713,,3,49.69,0.21233787,3,TAR00003,7,"Nitric oxide synthase, inducible",46556,MOL006365
TAR00078,DIS00443,6206,MOL006365,(-)-oblongine,2.09951508796,314.440,3.450,1.11097,0.75367,2,3,0.28251,OVIWLKJTGPCIGR-INIZCTEOSA-N,173713,,3,49.69,0.21233787,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46564,MOL006365
TAR00003,DIS00442,6208,MOL006367,"2-(p-hydroxyphenyl)-ethanol-1-o-beta-d-apiofuranosyl,(1-6)-o-beta-d-glucopyranoside_qt",1.98203810678,390.410,4.223,0.58107,-0.78140,3,6,0.66791,HURVEWMTIZPKCW-UHFFFAOYSA-N,Not Available,,5,100.13,0.37489364,3,TAR00003,7,"Nitric oxide synthase, inducible",46583,MOL006367
TAR00078,DIS00443,6208,MOL006367,"2-(p-hydroxyphenyl)-ethanol-1-o-beta-d-apiofuranosyl,(1-6)-o-beta-d-glucopyranoside_qt",1.98203810678,390.410,4.223,0.58107,-0.78140,3,6,0.66791,HURVEWMTIZPKCW-UHFFFAOYSA-N,Not Available,,5,100.13,0.37489364,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46587,MOL006367
TAR00003,DIS00442,6216,MOL006375,"5-o-feruloylquinic,acid",19.3103435334,368.370,-0.165,-1.13700,-1.60787,5,9,0.35962,RAGZUCNPTLULOL-USZFAQNQSA-N,Not Available,,6,153.75,0.32800859,3,TAR00003,7,"Nitric oxide synthase, inducible",46609,MOL006375
TAR00078,DIS00443,6220,MOL006380,Dihydrophelloside_qt,48.5959414346,374.420,2.508,-0.37363,-1.06638,5,7,0.43385,YUENQIMBXUVCLX-MSOLQXFVSA-N,Not Available,14.161448,4,127.45,0.34884027,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46630,MOL006380
TAR00003,DIS00442,6220,MOL006380,Dihydrophelloside_qt,48.5959414346,374.420,2.508,-0.37363,-1.06638,5,7,0.43385,YUENQIMBXUVCLX-MSOLQXFVSA-N,Not Available,14.161448,4,127.45,0.34884027,3,TAR00003,7,"Nitric oxide synthase, inducible",46626,MOL006380
TAR00003,DIS00442,6224,MOL006384,"4-[(1R,3aS,4R,6aS)-4-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[4,3-c]furan-1-yl]-2,6-dimethoxyphenol",3.29171328315,418.480,2.100,0.65641,-0.38557,2,8,0.72269,KOWMJRJXZMEZLD-WRMVBYCNSA-N,11604108,,6,95.84,0.16330847,3,TAR00003,7,"Nitric oxide synthase, inducible",46656,MOL006384
TAR00078,DIS00443,6224,MOL006384,"4-[(1R,3aS,4R,6aS)-4-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[4,3-c]furan-1-yl]-2,6-dimethoxyphenol",3.29171328315,418.480,2.100,0.65641,-0.38557,2,8,0.72269,KOWMJRJXZMEZLD-WRMVBYCNSA-N,11604108,,6,95.84,0.16330847,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46661,MOL006384
TAR00105,DIS00353,6225,MOL006385,Amurensine,49.5073864445,325.390,2.918,1.08194,0.58774,1,5,0.68649,BXWVSGUITWLTOD-CABCVRRESA-N,Not Available,3.412866,1,51.16,0.26226664,103,TAR00105,318,Alpha-2A adrenergic receptor,46681,MOL006385
TAR00003,DIS00442,6226,MOL006386,candicine,0.514952297352,166.270,0.281,1.44296,1.64552,1,1,0.035232,USTZXPGSHCACIS-UHFFFAOYSA-N,23423071,,2,20.23,0.20656331,3,TAR00003,7,"Nitric oxide synthase, inducible",46693,MOL006386
TAR00063,DIS00207,6226,MOL006386,candicine,0.514952297352,166.270,0.281,1.44296,1.64552,1,1,0.035232,USTZXPGSHCACIS-UHFFFAOYSA-N,23423071,,2,20.23,0.20656331,61,TAR00063,193,Beta-1 adrenergic receptor,46698,MOL006386
TAR00105,DIS00353,6226,MOL006386,candicine,0.514952297352,166.270,0.281,1.44296,1.64552,1,1,0.035232,USTZXPGSHCACIS-UHFFFAOYSA-N,23423071,,2,20.23,0.20656331,103,TAR00105,318,Alpha-2A adrenergic receptor,46702,MOL006386
TAR00078,DIS00443,6229,MOL006389,columbamine,9.50598227134,380.500,4.442,1.37428,0.34204,1,4,0.75319,VKVVXJRUZIAHDQ-UHFFFAOYSA-N,Not Available,,6,51.8,0.23191372,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46734,MOL006389
TAR00003,DIS00442,6229,MOL006389,columbamine,9.50598227134,380.500,4.442,1.37428,0.34204,1,4,0.75319,VKVVXJRUZIAHDQ-UHFFFAOYSA-N,Not Available,,6,51.8,0.23191372,3,TAR00003,7,"Nitric oxide synthase, inducible",46728,MOL006389
TAR00078,DIS00443,6230,MOL006391,coptision,24.2739246785,408.560,5.041,1.58030,0.54135,0,4,0.8363,XKQYJDUZDVZWPU-UHFFFAOYSA-N,15061347,,8,40.8,0.20944197,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46752,MOL006391
TAR00078,DIS00443,6234,MOL006395,hydroxyl-palmatine,23.0839433584,424.560,4.774,1.33691,0.15333,1,5,0.8662,OYSWHYGHIYWDJH-UHFFFAOYSA-N,Not Available,,8,61.03,0.20655112,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46767,MOL006395
TAR00078,DIS00443,6235,MOL006396,"isomer-of-magnofl,orine",28.6351854448,356.480,3.470,1.09130,0.67156,2,4,0.59788,MYHCBRNVFQFEEY-AWEZNQCLSA-N,Not Available,,3,58.92,0.20135519,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46785,MOL006396
TAR00003,DIS00442,6235,MOL006396,"isomer-of-magnofl,orine",28.6351854448,356.480,3.470,1.09130,0.67156,2,4,0.59788,MYHCBRNVFQFEEY-AWEZNQCLSA-N,Not Available,,3,58.92,0.20135519,3,TAR00003,7,"Nitric oxide synthase, inducible",46776,MOL006396
TAR00003,DIS00442,6236,MOL006397,jatrorrhizine,30.4368707448,380.500,4.442,1.37920,0.38034,1,4,0.75115,YTDPALJMFGBIJQ-UHFFFAOYSA-N,Not Available,1.451102,6,51.8,0.21860263,3,TAR00003,7,"Nitric oxide synthase, inducible",46807,MOL006397
TAR00078,DIS00443,6236,MOL006397,jatrorrhizine,30.4368707448,380.500,4.442,1.37920,0.38034,1,4,0.75115,YTDPALJMFGBIJQ-UHFFFAOYSA-N,Not Available,1.451102,6,51.8,0.21860263,76,TAR00078,238,Peroxisome proliferator activated receptor gamma,46813,MOL006397
